Epoch(UTCG),Lat_GEOD(deg),Lon_GEOD(deg),Height_WGS84 (km),Magnetic Latitude,Magnetic Longitude,MLT
02 Jan 2015 04:04:40.000,-28.932,-169.053,2766.032125,-31.53431510925293,-89.67996215820312,17.12418009440104
02 Jan 2015 04:04:50.000,-28.559,-169.009,2771.714474,-31.152568817138672,-89.75359344482422,17.122296651204426
02 Jan 2015 04:05:00.000,-28.187,-168.966,2777.32166,-30.771947860717773,-89.82671356201172,17.120446268717448
02 Jan 2015 04:05:10.000,-27.815,-168.924,2782.856109,-30.391456604003906,-89.89965057373047,17.118609110514324
02 Jan 2015 04:05:20.000,-27.444,-168.882,2788.315116,-30.011913299560547,-89.97113800048828,17.116868591308595
02 Jan 2015 04:05:30.000,-27.073,-168.841,2793.698536,-29.632503509521484,-90.04249572753906,17.11513671875
02 Jan 2015 04:05:40.000,-26.702,-168.801,2799.006226,-29.253231048583984,-90.11373138427734,17.11341298421224
02 Jan 2015 04:05:50.000,-26.332,-168.761,2804.238048,-28.874919891357422,-90.18358612060547,17.111781311035156
02 Jan 2015 04:06:00.000,-25.962,-168.722,2809.393866,-28.496746063232422,-90.25336456298828,17.110154724121095
02 Jan 2015 04:06:10.000,-25.593,-168.684,2814.473546,-28.119728088378906,-90.32280731201172,17.10855051676432
02 Jan 2015 04:06:20.000,-25.224,-168.646,2819.476959,-27.742666244506836,-90.39120483398438,17.107015991210936
02 Jan 2015 04:06:30.000,-24.855,-168.608,2824.403979,-27.365571975708008,-90.4585952758789,17.105548604329428
02 Jan 2015 04:06:40.000,-24.486,-168.572,2829.25448,-26.98882293701172,-90.52699279785156,17.104015096028647
02 Jan 2015 04:06:50.000,-24.118,-168.535,2834.028344,-26.61285972595215,-90.5931167602539,17.102632141113283
02 Jan 2015 04:07:00.000,-23.75,-168.5,2838.725452,-26.23724365234375,-90.6602783203125,17.101180013020834
02 Jan 2015 04:07:10.000,-23.383,-168.464,2843.345691,-25.862422943115234,-90.7252197265625,17.099876912434897
02 Jan 2015 04:07:20.000,-23.015,-168.43,2847.888947,-25.486949920654297,-90.79150390625,17.098483276367187
02 Jan 2015 04:07:30.000,-22.649,-168.395,2852.355114,-25.1132869720459,-90.85533905029297,17.09725392659505
02 Jan 2015 04:07:40.000,-22.282,-168.362,2856.744085,-24.73897361755371,-90.92054748535156,17.09593302408854
02 Jan 2015 04:07:50.000,-21.916,-168.328,2861.055758,-24.3654727935791,-90.98360443115234,17.094754536946613
02 Jan 2015 04:08:00.000,-21.55,-168.295,2865.290033,-23.99214744567871,-91.04678344726562,17.093568929036458
02 Jan 2015 04:08:10.000,-21.184,-168.263,2869.446815,-23.61900520324707,-91.1101303100586,17.092372131347656
02 Jan 2015 04:08:20.000,-20.819,-168.231,2873.526008,-23.24686622619629,-91.17237854003906,17.09124755859375
02 Jan 2015 04:08:30.000,-20.454,-168.199,2877.527522,-22.87472915649414,-91.23380279541016,17.09017995198568
02 Jan 2015 04:08:40.000,-20.089,-168.168,2881.45127,-22.50278091430664,-91.29541778564453,17.089097595214845
02 Jan 2015 04:08:50.000,-19.724,-168.137,2885.297164,-22.130842208862305,-91.35623168945312,17.088070678710938
02 Jan 2015 04:09:00.000,-19.36,-168.107,2889.065124,-21.760101318359375,-91.41703033447266,17.08704376220703
02 Jan 2015 04:09:10.000,-18.996,-168.077,2892.755069,-21.389375686645508,-91.47705841064453,17.086068216959635
02 Jan 2015 04:09:20.000,-18.632,-168.047,2896.366921,-21.01866912841797,-91.53633880615234,17.085142517089842
02 Jan 2015 04:09:30.000,-18.269,-168.018,2899.900606,-20.649168014526367,-91.59564971923828,17.084214782714845
02 Jan 2015 04:09:40.000,-17.905,-167.989,2903.356052,-20.278688430786133,-91.65445709228516,17.083321634928385
02 Jan 2015 04:09:50.000,-17.542,-167.961,2906.733189,-19.909420013427734,-91.71331787109375,17.08242390950521
02 Jan 2015 04:10:00.000,-17.179,-167.932,2910.03195,-19.540002822875977,-91.7704849243164,17.081639099121094
02 Jan 2015 04:10:10.000,-16.817,-167.904,2913.254207,-19.17180061340332,-91.82772827148438,17.08084920247396
02 Jan 2015 04:10:20.000,-16.454,-167.877,2916.397944,-18.802812576293945,-91.8855209350586,17.080023701985677
02 Jan 2015 04:10:30.000,-16.092,-167.849,2919.463085,-18.43468475341797,-91.94142150878906,17.079324340820314
02 Jan 2015 04:10:40.000,-15.73,-167.822,2922.449554,-18.066781997680664,-91.99768829345703,17.078599548339845
02 Jan 2015 04:10:50.000,-15.369,-167.796,2925.357281,-17.700105667114258,-92.0540771484375,17.077867635091145
02 Jan 2015 04:11:00.000,-15.007,-167.769,2928.186197,-17.332292556762695,-92.10905456542969,17.077229817708332
02 Jan 2015 04:11:10.000,-14.646,-167.743,2930.936233,-16.96571159362793,-92.1642074584961,17.076580301920572
02 Jan 2015 04:11:20.000,-14.284,-167.717,2933.607325,-16.598182678222656,-92.21897888183594,17.075955200195313
02 Jan 2015 04:11:30.000,-13.923,-167.691,2936.199411,-16.231712341308594,-92.27293395996094,17.075385538736978
02 Jan 2015 04:11:40.000,-13.563,-167.666,2938.712432,-15.86648178100586,-92.32709503173828,17.07480214436849
02 Jan 2015 04:11:50.000,-13.202,-167.641,2941.14633,-15.500310897827148,-92.38090515136719,17.074242146809897
02 Jan 2015 04:12:00.000,-12.841,-167.616,2943.501049,-15.134200096130371,-92.43414306640625,17.073720296223957
02 Jan 2015 04:12:10.000,-12.481,-167.591,2945.776538,-14.76916217803955,-92.48662567138672,17.073248799641927
02 Jan 2015 04:12:20.000,-12.121,-167.567,2947.972746,-14.404369354248047,-92.53956604003906,17.072747802734376
02 Jan 2015 04:12:30.000,-11.761,-167.542,2950.089625,-14.039471626281738,-92.59099578857422,17.072345479329428
02 Jan 2015 04:12:40.000,-11.401,-167.518,2952.12713,-13.674823760986328,-92.64289093017578,17.07191416422526
02 Jan 2015 04:12:50.000,-11.041,-167.494,2954.085219,-13.310253143310547,-92.69428253173828,17.071515401204426
02 Jan 2015 04:13:00.000,-10.682,-167.471,2955.963851,-12.946937561035156,-92.74595642089844,17.071098836263022
02 Jan 2015 04:13:10.000,-10.322,-167.447,2957.762987,-12.58253002166748,-92.79637908935547,17.07076466878255
02 Jan 2015 04:13:20.000,-9.963,-167.424,2959.482592,-12.219380378723145,-92.84709930419922,17.070410664876302
02 Jan 2015 04:13:30.000,-9.603,-167.4,2961.122632,-11.855140686035156,-92.89656066894531,17.0701416015625
