196804  13    13  14  13  13  11  11  14  18  0.64  3
196805  13    16  16  14  10  13  14  12  13  0.66  3
196806  17    16  18  20  15  18  14  17  16  0.70  3
196807  10    12  11   9   9  10  11  12   9  0.52  2
196808  12    13  13  12  10  10  12  13  12  0.55  2
196809  14    16  17  12  13  14  15  12  12  0.65  3
196810  16    16  14  12  17  18  18  17  13  0.57  3
196811  17    20  17  12  13  22  19  14  19  0.61  3
196812  10    11  11  10   9   9   9   8  10  0.51  2
196901   8    10   8   6   9  10   8   8   9  0.41  2
196902  15    16  12  11  11  13  15  21  18  0.63  3
196903  17    23  18  16  15  12  12  16  22  0.75  3
196904  14    18  14  16  10  13  11  17  15  0.70  3
196905  17    19  16  15  16  16  15  20  18  0.66  3
196906   9     9  11  10   8  10   9   9   8  0.45  2
196907   8    10   9   9   5   8   6   8   8  0.34  1
196908   8     9   9   7   9   8   7   7   8  0.39  2
196909  15    16  16  14  19  15  13  13  15  0.58  3
196910   9     9   9   9   9   7   9   9   8  0.42  2
196911  10     8  10  11   9  10  11  11   9  0.46  2
196912   7     8   7   6   6   6   7   7   8  0.32  1
197001   7     9   9   7   6   6   7   7   8  0.34  1
197002   7     6   7   5   6   7   8   7   8  0.32  1
197003  17    14  14  14  15  17  22  24  22  0.62  3
197004  16    16  16  16  16  16  12  17  15  0.70  3
197005   9    10   7   7   9  11   9   9  10  0.44  2
197006  10    10  11  12  10  12   9  10   9  0.51  2
197007  19    21  22  21  15  21  14  15  24  0.76  3
197008  13    12  19  15  11  11  13  10  16  0.53  2
197009  11     9  12  12  12  10  11  10  10  0.56  3
197010  12    14  17  12   9   9  12  13  12  0.57  3
197011  12    13  13  13  12  13  11   9  10  0.55  2
197012   9    10  11  14   7   6   6   7  10  0.37  2
197101  12    12  14  14  12  12  12  11  13  0.59  3
197102  12    15  13  10   9  11  13  13  14  0.57  3
197103  11    12  11  12  11  10  11  12  12  0.55  2
197104  15    17  15  13  12  14  14  15  20  0.69  3
197105  13    16  13  12  13  12  15  14  11  0.55  2
197106   9     8   9  10   9  11  10  10  10  0.43  2
197107   8    10   7   6   6   7   8  10   9  0.39  2
197108   9    12  11   9   7   7   7   7  11  0.44  2
197109  13    16  16  13  13   9   9  12  15  0.61  3
197110  12    15  15  10   8  10  12  11  12  0.58  3
197111  11    13  13  12   9   9   8  10  11  0.44  2
197112  10    10  10   8   8   8  11  13  11  0.45  2
197201  13    13  13  10  11  12  16  14  11  0.62  3
197202  10    11  10   9  10  10  10  11  11  0.52  2
197203  12    17  15  11  10   8   9  12  16  0.59  3
197204  11    12  12  10   9  11  11  11  12  0.53  2
197205  10    11   9   9   8   8   9  15  11  0.49  2
197206  14    18  13  13  10  15  18  15  14  0.55  2
197207   8     7   7   7   6   8   7   8  11  0.36  1
197208  24    26  33  25  23  18  22  21  25  0.69  3
197209  13    14  18  11  10  12  11  16  12  0.58  3
197210  12    14  12  12  11   9  12  13  12  0.59  3
197211  14    21  19  14  12  11  13  11  11  0.59  3
197212  10    11  11   9   9   8   8  11  14  0.45  2
197301  16    19  20  11  14  14  15  15  17  0.75  4
197302  20    21  20  17  13  15  22  29  25  0.87  4
197303  25    21  21  22  24  26  28  31  30  0.92  4
197304  30    30  32  33  26  30  30  31  26  1.04  5
197305  17    21  19  19  14  15  12  15  19  0.72  3
197306  17    17  17  18  16  16  15  19  19  0.79  4
197307  12    13  12  11  12  11  10  13  12  0.58  3
197308  12    13  13  14  12  13  12  11  10  0.58  3
197309  14    12  11  11  15  15  13  18  19  0.64  3
197310  18    20  23  19  16  17  16  20  17  0.78  4
197311  12    14  11  12   9  12  11  15  13  0.58  3
197312  11    14  12  10   9  10  11  12  14  0.55  2
197401  15    18  15  13  11  12  15  19  15  0.71  3
197402  16    18  16  14  14  15  15  20  19  0.74  3
197403  23    23  23  21  19  20  25  25  24  0.97  4
197404  21    22  24  23  19  20  20  19  22  0.94  4
197405  18    19  18  16  18  18  16  18  20  0.84  4
197406  17    19  18  17  17  18  16  18  18  0.81  4
197407  24    22  32  26  22  24  22  21  21  0.88  4
197408  19    25  19  17  19  15  19  21  20  0.86  4
197409  23    26  23  18  21  27  26  23  22  0.96  4
197410  26    27  29  25  22  24  26  24  28  1.00  5
197411  18    19  19  16  15  16  20  17  19  0.76  3
197412  15    15  17  13  14  14  16  19  15  0.80  4
197501  16    20  15  13  14  14  15  16  17  0.71  3
197502  18    20  20  17  16  17  19  18  19  0.86  4
